Name,Brand,Category,SubCategory,Price,DiscountedPrice,Discount_Amount,Discount_Pct,Price_Band,Qty_Value,Qty_Unit,Standard_Qty,Origin,BreadCrumbs
24 Mantra Organic Whole Wheat Atta,24 Mantra Organic,Grocery,Flours & Grains,350.0,305.0,45.0,12.86,Upper-Mid (300-700),5.0,kg,5000.0,Not Specified,Grocery > Flours & Grains
24 Mantra Organic Whole Wheat Atta,24 Mantra Organic,Grocery,Flours & Grains,72.0,59.0,13.0,18.06,Budget (<100),1.0,kg,1000.0,Not Specified,Grocery > Flours & Grains
Rice Atta,Unbranded/DMart,Grocery,Flours & Grains,55.0,45.0,10.0,18.18,Budget (<100),1.0,kg,1000.0,India,Grocery > Flours & Grains
Organic Tattva Organic Wheat Flour,Organic Tattva,Grocery,Flours & Grains,320.0,199.0,121.0,37.81,Mid (100-300),5.0,kg,5000.0,Not Specified,Grocery > Flours & Grains
24 Mantra Organic Ragi Flour,24 Mantra Organic,Grocery,Flours & Grains,65.0,52.0,13.0,20.0,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Flours & Grains
24 Mantra Organic Jowar Flour,24 Mantra Organic,Grocery,Flours & Grains,70.0,60.0,10.0,14.29,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Flours & Grains
Taste For Life Premium Khapli Wheat Atta,Taste For Life,Grocery,Flours & Grains,155.0,144.0,11.0,7.1,Mid (100-300),1.0,kg,1000.0,Not Specified,Grocery > Flours & Grains
Wheat Lokwan (Lokvan),Unbranded/DMart,Grocery,Flours & Grains,300.0,195.0,105.0,35.0,Mid (100-300),5.0,kg,5000.0,Not Specified,Grocery > Grocery/Flours & Grains
Wheat Lokwan (Lokvan),Unbranded/DMart,Grocery,Flours & Grains,570.0,370.0,200.0,35.09,Upper-Mid (300-700),10.0,kg,10000.0,Not Specified,Grocery > Grocery/Flours & Grains
Makai For Popcorn,Unbranded/DMart,Grocery,Flours & Grains,35.0,30.0,5.0,14.29,Budget (<100),200.0,g,200.0,India,Grocery > Grocery/Flours & Grains
Nachni,Unbranded/DMart,Grocery,Flours & Grains,44.0,40.0,4.0,9.09,Budget (<100),1.0,kg,1000.0,India,Grocery > Grocery/Flours & Grains
Satyam Sabudana,Satyam,Grocery,Flours & Grains,57.0,49.0,8.0,14.04,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Flours & Grains
Bajari,Unbranded/DMart,Grocery,Flours & Grains,47.0,41.0,6.0,12.77,Budget (<100),1.0,kg,1000.0,India,Grocery > Grocery/Flours & Grains
Organic India Quinoa,Organic India,Grocery,Flours & Grains,295.0,265.0,30.0,10.17,Mid (100-300),500.0,g,500.0,Not Specified,Grocery > Flours & Grains
Satyam Lapsi Medium,Satyam,Grocery,Flours & Grains,37.0,34.0,3.0,8.11,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Flours & Grains
Satyam Barley,Satyam,Grocery,Flours & Grains,15.0,13.0,2.0,13.33,Budget (<100),100.0,g,100.0,Not Specified,Grocery > Flours & Grains
Pink Harvest Farms White Quinoa,Pink Harvest Farms,Grocery,Flours & Grains,225.0,112.0,113.0,50.22,Mid (100-300),500.0,g,500.0,Not Specified,Grocery > Flours & Grains
Rava,Unbranded/DMart,Grocery,Flours & Grains,26.0,21.0,5.0,19.23,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Grocery/Flours & Grains
Rava,Unbranded/DMart,Grocery,Flours & Grains,50.0,42.0,8.0,16.0,Budget (<100),1.0,kg,1000.0,Not Specified,Grocery > Grocery/Flours & Grains
Besan,Unbranded/DMart,Grocery,Flours & Grains,47.0,40.0,7.0,14.89,Budget (<100),500.0,g,500.0,India,Grocery > Grocery/Flours & Grains
Besan,Unbranded/DMart,Grocery,Flours & Grains,91.0,78.0,13.0,14.29,Budget (<100),1.0,kg,1000.0,India,Grocery > Grocery/Flours & Grains
Fortune Chana Dal Besan,Fortune,Grocery,Flours & Grains,140.0,70.0,70.0,50.0,Budget (<100),1.0,kg,1000.0,Not Specified,Grocery > Flours & Grains
Satyam Rava,Satyam,Grocery,Flours & Grains,37.0,34.0,3.0,8.11,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Flours & Grains
Lapsi Rava Small Daliya,Unbranded/DMart,Grocery,Flours & Grains,28.0,24.0,4.0,14.29,Budget (<100),500.0,g,500.0,India,Grocery > Grocery/Flours & Grains
Lapsi Rava / Daliya,Unbranded/DMart,Grocery,Flours & Grains,27.0,24.0,3.0,11.11,Budget (<100),500.0,g,500.0,India,Grocery > Grocery/Flours & Grains
Tata Sampann Fine Besan,Tata Sampann,Grocery,Flours & Grains,125.0,99.0,26.0,20.8,Budget (<100),1.0,kg,1000.0,Not Specified,Grocery > Flours & Grains
Rice Atta,Unbranded/DMart,Grocery,Flours & Grains,27.0,23.0,4.0,14.81,Budget (<100),500.0,g,500.0,India,Grocery > Grocery/Flours & Grains
Jawari Atta,Unbranded/DMart,Grocery,Flours & Grains,32.0,28.0,4.0,12.5,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Flours & Grains
Bhagirathi Jowar Atta,Bhagirathi,Grocery,Flours & Grains,44.0,34.0,10.0,22.73,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Flours & Grains
Satyam Besan,Satyam,Grocery,Flours & Grains,63.0,58.0,5.0,7.94,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Flours & Grains
Blue Bird Corn Flour,Blue Bird,Grocery,Flours & Grains,45.0,38.0,7.0,15.56,Budget (<100),200.0,g,200.0,India,Grocery > Flours & Grains
Blue Bird Corn Flour,Blue Bird,Grocery,Flours & Grains,80.0,74.0,6.0,7.5,Budget (<100),500.0,g,500.0,India,Grocery > Flours & Grains
Satyam Maida,Satyam,Grocery,Flours & Grains,35.0,30.0,5.0,14.29,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Flours & Grains
Nachni Atta,Unbranded/DMart,Grocery,Flours & Grains,33.0,27.0,6.0,18.18,Budget (<100),500.0,g,500.0,India,Grocery > Flours & Grains
Bhagirathi Thalipeeth Bhajni,Bhagirathi,Grocery,Flours & Grains,45.0,35.0,10.0,22.22,Budget (<100),200.0,g,200.0,Not Specified,Grocery > Flours & Grains
Satyam Rajgira Flour,Satyam,Grocery,Flours & Grains,96.0,89.0,7.0,7.29,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Flours & Grains
Bhagirathi Nachani (Ragi) Atta,Bhagirathi,Grocery,Flours & Grains,44.0,37.0,7.0,15.91,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Flours & Grains
Bhagirathi Rice Atta,Bhagirathi,Grocery,Flours & Grains,33.0,28.0,5.0,15.15,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Flours & Grains
Bhagirathi Bajra Atta,Bhagirathi,Grocery,Flours & Grains,40.0,28.0,12.0,30.0,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Flours & Grains
Bhagirathi Upwas Bhajani,Bhagirathi,Grocery,Flours & Grains,55.0,39.0,16.0,29.09,Budget (<100),200.0,g,200.0,Not Specified,Grocery > Flours & Grains
Organic Tattva Suji,Organic Tattva,Grocery,Flours & Grains,55.0,38.0,17.0,30.91,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Flours & Grains
Bhagirathi Sattu Atta,Bhagirathi,Grocery,Flours & Grains,40.0,34.0,6.0,15.0,Budget (<100),200.0,g,200.0,Not Specified,Grocery > Flours & Grains
Bhagirathi Shingada Atta,Bhagirathi,Grocery,Flours & Grains,120.0,85.0,35.0,29.17,Budget (<100),200.0,g,200.0,Not Specified,Grocery > Flours & Grains
Bhagirathi Rajgira Atta,Bhagirathi,Grocery,Flours & Grains,55.0,39.0,16.0,29.09,Budget (<100),200.0,g,200.0,Not Specified,Grocery > Flours & Grains
Makai Atta,Unbranded/DMart,Grocery,Flours & Grains,34.0,28.0,6.0,17.65,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Flours & Grains
Weikfield Corn Flour,Weikfield,Grocery,Flours & Grains,30.0,25.0,5.0,16.67,Budget (<100),100.0,g,100.0,Not Specified,Grocery > Flours & Grains
Kokan Gem Thalipeeth Bhajani,Kokan Gem,Grocery,Flours & Grains,50.0,35.0,15.0,30.0,Budget (<100),200.0,g,200.0,Not Specified,Grocery > Flours & Grains
Bhagirathi Makai (Corn) Flour,Bhagirathi,Grocery,Flours & Grains,36.0,28.0,8.0,22.22,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Flours & Grains
Satyam Rice Atta (Flour),Satyam,Grocery,Flours & Grains,33.0,30.0,3.0,9.09,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Flours & Grains
Bhagirathi Multigrain Bhakari Atta,Bhagirathi,Grocery,Flours & Grains,48.0,33.0,15.0,31.25,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Flours & Grains
Brown & Polson Corn Flour,Brown,Grocery,Flours & Grains,28.0,25.0,3.0,10.71,Budget (<100),100.0,g,100.0,Not Specified,Grocery > Flours & Grains
Kokan Gem Kulith Pith,Kokan Gem,Grocery,Flours & Grains,60.0,40.0,20.0,33.33,Budget (<100),200.0,g,200.0,Not Specified,Grocery > Flours & Grains
Bedekar Thalipith Bhajni,Bedekar,Grocery,Flours & Grains,50.0,45.0,5.0,10.0,Budget (<100),200.0,g,200.0,Not Specified,Grocery > Flours & Grains
Bhagirathi Modak Atta,Bhagirathi,Grocery,Flours & Grains,60.0,40.0,20.0,33.33,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Flours & Grains
Bedekar Bhajjia Mix,Bedekar,Grocery,Flours & Grains,65.0,52.0,13.0,20.0,Budget (<100),200.0,g,200.0,India,Grocery > Flours & Grains
K-Pra Ustav Modak Flour,Unbranded/DMart,Grocery,Flours & Grains,63.0,39.0,24.0,38.1,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Flours & Grains
India Gate Basmati Rice Rozana,India Gate,Grocery,Rice & Rice Products,118.0,87.0,31.0,26.27,Budget (<100),1.0,kg,1000.0,Not Specified,Grocery > Rice & Rice Products
India Gate Basmati Rice Rozana,India Gate,Grocery,Rice & Rice Products,585.0,399.0,186.0,31.79,Upper-Mid (300-700),5.0,kg,5000.0,Not Specified,Grocery > Rice & Rice Products
Daawat Heritage Daily Feast Tukda Basmati Rice,Daawat,Grocery,Rice & Rice Products,500.0,269.0,231.0,46.2,Mid (100-300),5.0,kg,5000.0,Not Specified,Grocery > Rice & Rice Products
Daawat Devaaya Basmati Rice,Daawat,Grocery,Rice & Rice Products,125.0,93.0,32.0,25.6,Budget (<100),1.0,kg,1000.0,Not Specified,Grocery > Rice & Rice Products
Daawat Devaaya Basmati Rice,Daawat,Grocery,Rice & Rice Products,620.0,455.0,165.0,26.61,Upper-Mid (300-700),5.0,kg,5000.0,India,Grocery > Rice & Rice Products
Daawat Rozana Super Basmati Rice,Daawat,Grocery,Rice & Rice Products,486.0,349.0,137.0,28.19,Upper-Mid (300-700),5.0,kg,5000.0,India,Grocery > Rice & Rice Products
India Gate Mini Mogra (Broken) Basmati Rice,India Gate,Grocery,Rice & Rice Products,660.0,539.0,121.0,18.33,Upper-Mid (300-700),10.0,kg,10000.0,Not Specified,Grocery > Rice & Rice Products
India Gate Super Basmati Rice,India Gate,Grocery,Rice & Rice Products,210.0,179.0,31.0,14.76,Mid (100-300),1.0,kg,1000.0,Not Specified,Grocery > Rice & Rice Products
India Gate Super Basmati Rice,India Gate,Grocery,Rice & Rice Products,960.0,565.0,395.0,41.15,Upper-Mid (300-700),5.0,kg,5000.0,Not Specified,Grocery > Rice & Rice Products
Basmati Rice Mogra,Unbranded/DMart,Grocery,Rice & Rice Products,375.0,289.0,86.0,22.93,Mid (100-300),5.0,kg,5000.0,Not Specified,DMart Grocery > DMart Grocery/Rice & Rice Products
Basmati Rice Mogra,Unbranded/DMart,Grocery,Rice & Rice Products,750.0,549.0,201.0,26.8,Upper-Mid (300-700),10.0,kg,10000.0,Not Specified,DMart Grocery > DMart Grocery/Rice & Rice Products
Fortune Everyday Hamesha Basmati Rice,Fortune,Grocery,Rice & Rice Products,425.0,325.0,100.0,23.53,Upper-Mid (300-700),5.0,kg,5000.0,Not Specified,Grocery > Rice & Rice Products
Daawat Super Basmati Rice,Daawat,Grocery,Rice & Rice Products,190.0,120.0,70.0,36.84,Mid (100-300),1.0,kg,1000.0,Not Specified,Grocery > Rice & Rice Products
Daawat Super Basmati Rice,Daawat,Grocery,Rice & Rice Products,945.0,599.0,346.0,36.61,Upper-Mid (300-700),5.0,kg,5000.0,Not Specified,Grocery > Rice & Rice Products
India Gate Basmati Rice - Mini Mogra-II - Kanki,India Gate,Grocery,Rice & Rice Products,450.0,359.0,91.0,20.22,Upper-Mid (300-700),10.0,kg,10000.0,Not Specified,Grocery > Rice & Rice Products
Daawat Rozana Gold Basmati Rice,Daawat,Grocery,Rice & Rice Products,560.0,399.0,161.0,28.75,Upper-Mid (300-700),5.0,kg,5000.0,Not Specified,Grocery > Rice & Rice Products
Rice Pulav Basmati,Unbranded/DMart,Grocery,Rice & Rice Products,500.0,398.0,102.0,20.4,Upper-Mid (300-700),5.0,kg,5000.0,Not Specified,DMart Grocery > DMart Grocery/Rice & Rice Products
India Gate Basmati Rice - Mogra,India Gate,Grocery,Rice & Rice Products,425.0,359.0,66.0,15.53,Upper-Mid (300-700),5.0,kg,5000.0,Not Specified,Grocery > Rice & Rice Products
India Gate Basmati Rice - Mogra,India Gate,Grocery,Rice & Rice Products,830.0,699.0,131.0,15.78,Upper-Mid (300-700),10.0,kg,10000.0,India,Grocery > Rice & Rice Products
Basmati Rice Mini Mogra (Broken),Unbranded/DMart,Grocery,Rice & Rice Products,650.0,440.0,210.0,32.31,Upper-Mid (300-700),10.0,kg,10000.0,Not Specified,DMart Grocery > DMart Grocery/Rice & Rice Products
India Gate Basmati Rice - Classic,India Gate,Grocery,Rice & Rice Products,218.0,175.0,43.0,19.72,Mid (100-300),1.0,kg,1000.0,India,Grocery > Rice & Rice Products
India Gate Basmati Rice - Classic,India Gate,Grocery,Rice & Rice Products,1085.0,830.0,255.0,23.5,Premium (700+),5.0,kg,5000.0,India,Grocery > Rice & Rice Products
Daawat Biryani Basmati Rice,Daawat,Grocery,Rice & Rice Products,220.0,179.0,41.0,18.64,Mid (100-300),1.0,kg,1000.0,Not Specified,Grocery > Rice & Rice Products
Daawat Biryani Basmati Rice,Daawat,Grocery,Rice & Rice Products,1097.0,870.0,227.0,20.69,Premium (700+),5.0,kg,5000.0,Not Specified,Grocery > Rice & Rice Products
Basmati Rice Broken (Kani),Unbranded/DMart,Grocery,Rice & Rice Products,500.0,385.0,115.0,23.0,Upper-Mid (300-700),10.0,kg,10000.0,Not Specified,Grocery > Rice & Rice Products
Rice Basmati,Unbranded/DMart,Grocery,Rice & Rice Products,140.0,115.0,25.0,17.86,Mid (100-300),1.0,kg,1000.0,Not Specified,DMart Grocery > DMart Grocery/Rice & Rice Products
Fortune Biryani Special Basmati Rice,Fortune,Grocery,Rice & Rice Products,875.0,625.0,250.0,28.57,Upper-Mid (300-700),5.0,kg,5000.0,Not Specified,Grocery > Rice & Rice Products
India Gate Basmati Rice - Tibar,India Gate,Grocery,Rice & Rice Products,149.0,118.0,31.0,20.81,Mid (100-300),1.0,kg,1000.0,Not Specified,Grocery > Rice & Rice Products
India Gate Basmati Rice - Tibar,India Gate,Grocery,Rice & Rice Products,725.0,549.0,176.0,24.28,Upper-Mid (300-700),5.0,kg,5000.0,Not Specified,Grocery > Rice & Rice Products
Daawat Pulav Basmati Rice,Daawat,Grocery,Rice & Rice Products,675.0,559.0,116.0,17.19,Upper-Mid (300-700),5.0,kg,5000.0,Not Specified,Grocery > Rice & Rice Products
Daawat Pulav Basmati Rice,Daawat,Grocery,Rice & Rice Products,135.0,111.0,24.0,17.78,Mid (100-300),1.0,kg,1000.0,Not Specified,Grocery > Rice & Rice Products
Daawat Pulav Basmati Rice,Daawat,Grocery,Rice & Rice Products,75.0,47.0,28.0,37.33,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Rice & Rice Products
Daawat Sehat Mini Mogra (Broken) Basmati Rice,Daawat,Grocery,Rice & Rice Products,325.0,279.0,46.0,14.15,Mid (100-300),5.0,kg,5000.0,Not Specified,Grocery > Rice & Rice Products
Daawat Sehat Mini Mogra (Broken) Basmati Rice,Daawat,Grocery,Rice & Rice Products,615.0,545.0,70.0,11.38,Upper-Mid (300-700),10.0,kg,10000.0,Not Specified,Grocery > Rice & Rice Products
Rice Basmati Tukda,Unbranded/DMart,Grocery,Rice & Rice Products,450.0,314.0,136.0,30.22,Upper-Mid (300-700),5.0,kg,5000.0,Not Specified,Grocery > Rice & Rice Products
Biryani Rice,Unbranded/DMart,Grocery,Rice & Rice Products,700.0,505.0,195.0,27.86,Upper-Mid (300-700),5.0,kg,5000.0,Not Specified,DMart Grocery > DMart Grocery/Rice & Rice Products
Devaaya Biryani Basmati Rice,Devaaya,Grocery,Rice & Rice Products,1070.0,535.0,535.0,50.0,Upper-Mid (300-700),5.0,kg,5000.0,Not Specified,Grocery > Rice & Rice Products
Daawat Brown Basmati Rice,Daawat,Grocery,Rice & Rice Products,175.0,145.0,30.0,17.14,Mid (100-300),1.0,kg,1000.0,Not Specified,Grocery > Rice & Rice Products
Rice Tibar Basmati,Unbranded/DMart,Grocery,Rice & Rice Products,650.0,452.0,198.0,30.46,Upper-Mid (300-700),5.0,kg,5000.0,Not Specified,DMart Grocery > DMart Grocery/Rice & Rice Products
India Gate Basmati Rice - Dubar,India Gate,Grocery,Rice & Rice Products,138.0,109.0,29.0,21.01,Mid (100-300),1.0,kg,1000.0,Not Specified,Grocery > Rice & Rice Products
India Gate Basmati Rice - Dubar,India Gate,Grocery,Rice & Rice Products,685.0,629.0,56.0,8.18,Upper-Mid (300-700),5.0,kg,5000.0,Not Specified,Grocery > Rice & Rice Products
Daawat Traditional Basmati Rice,Daawat,Grocery,Rice & Rice Products,210.0,175.0,35.0,16.67,Mid (100-300),1.0,kg,1000.0,Not Specified,Grocery > Rice & Rice Products
Daawat Sehat Mogra Basmati Rice,Daawat,Grocery,Rice & Rice Products,400.0,359.0,41.0,10.25,Upper-Mid (300-700),5.0,kg,5000.0,Not Specified,Grocery > Rice & Rice Products
Daawat Sehat Mogra Basmati Rice,Daawat,Grocery,Rice & Rice Products,790.0,665.0,125.0,15.82,Upper-Mid (300-700),10.0,kg,10000.0,Not Specified,Grocery > Rice & Rice Products
India Gate Regular Choice Basmati Rice,India Gate,Grocery,Rice & Rice Products,560.0,415.0,145.0,25.89,Upper-Mid (300-700),5.0,kg,5000.0,Not Specified,Grocery > Rice & Rice Products
Rice Basmati Wand : 5 kgs,Unbranded/DMart,Grocery,Rice & Rice Products,800.0,526.0,274.0,34.25,Upper-Mid (300-700),5.0,kg,5000.0,Not Specified,DMart Grocery > DMart Grocery/Rice & Rice Products
Devaaya Biryani Basmati Rice,Devaaya,Grocery,Rice & Rice Products,215.0,107.0,108.0,50.23,Mid (100-300),1.0,kg,1000.0,Not Specified,Grocery > Rice & Rice Products
Mogra Basmati Rice,Unbranded/DMart,Grocery,Rice & Rice Products,72.0,61.0,11.0,15.28,Budget (<100),1.0,kg,1000.0,Not Specified,DMart Grocery > DMart Grocery/Rice & Rice Products
Lal Qilla Traditional Basmati Rice,Lal Qilla,Grocery,Rice & Rice Products,1080.0,859.0,221.0,20.46,Premium (700+),5.0,kg,5000.0,Not Specified,Grocery > Rice & Rice Products
Lal Qilla Traditional Basmati Rice,Lal Qilla,Grocery,Rice & Rice Products,220.0,173.0,47.0,21.36,Mid (100-300),1.0,kg,1000.0,Not Specified,Grocery > Rice & Rice Products
Lal Qilla Super Silverline Basmati Rice,Lal Qilla,Grocery,Rice & Rice Products,234.0,199.0,35.0,14.96,Mid (100-300),1.0,kg,1000.0,Not Specified,Grocery > Rice & Rice Products
Lal Qilla Tibar Basmati Rice,Lal Qilla,Grocery,Rice & Rice Products,135.0,110.0,25.0,18.52,Mid (100-300),1.0,kg,1000.0,Not Specified,Grocery > Rice & Rice Products
Lal Qilla Dubar Basmati Rice,Lal Qilla,Grocery,Rice & Rice Products,115.0,99.0,16.0,13.91,Budget (<100),1.0,kg,1000.0,Not Specified,Grocery > Rice & Rice Products
Lal Qilla Classic Whiteline Basmati Rice,Lal Qilla,Grocery,Rice & Rice Products,180.0,162.0,18.0,10.0,Mid (100-300),1.0,kg,1000.0,Not Specified,Grocery > Rice & Rice Products
Lal Qilla Brown Basmati Rice,Lal Qilla,Grocery,Rice & Rice Products,195.0,160.0,35.0,17.95,Mid (100-300),1.0,kg,1000.0,Not Specified,Grocery > Rice & Rice Products
Wada Kolam Rice,Unbranded/DMart,Grocery,Rice & Rice Products,850.0,615.0,235.0,27.65,Upper-Mid (300-700),10.0,kg,10000.0,Not Specified,DMart Grocery > DMart Grocery/Rice & Rice Products
Wada Kolam Rice,Unbranded/DMart,Grocery,Rice & Rice Products,78.0,67.0,11.0,14.1,Budget (<100),1.0,kg,1000.0,Not Specified,DMart Grocery > DMart Grocery/Rice & Rice Products
Wada Kolam Rice,Unbranded/DMart,Grocery,Rice & Rice Products,500.0,325.0,175.0,35.0,Upper-Mid (300-700),5.0,kg,5000.0,Not Specified,DMart Grocery > DMart Grocery/Rice & Rice Products
Silky Kolam Rice,Unbranded/DMart,Grocery,Rice & Rice Products,460.0,279.0,181.0,39.35,Mid (100-300),5.0,kg,5000.0,Not Specified,DMart Grocery > DMart Grocery/Rice & Rice Products
Silky Kolam Rice,Unbranded/DMart,Grocery,Rice & Rice Products,69.0,60.0,9.0,13.04,Budget (<100),1.0,kg,1000.0,Not Specified,DMart Grocery > DMart Grocery/Rice & Rice Products
HMT Kolam Rice,Unbranded/DMart,Grocery,Rice & Rice Products,67.0,58.0,9.0,13.43,Budget (<100),1.0,kg,1000.0,Not Specified,DMart Grocery > DMart Grocery/Rice & Rice Products
HMT Kolam Rice,Unbranded/DMart,Grocery,Rice & Rice Products,410.0,263.0,147.0,35.85,Mid (100-300),5.0,kg,5000.0,Not Specified,DMart Grocery > DMart Grocery/Rice & Rice Products
HMT Kolam Rice,Unbranded/DMart,Grocery,Rice & Rice Products,700.0,495.0,205.0,29.29,Upper-Mid (300-700),10.0,kg,10000.0,Not Specified,DMart Grocery > DMart Grocery/Rice & Rice Products
Eco Kolam Jirasar Sorted Rice,Unbranded/DMart,Grocery,Rice & Rice Products,260.0,240.0,20.0,7.69,Mid (100-300),5.0,kg,5000.0,Not Specified,DMart Grocery > DMart Grocery/Rice & Rice Products
Eco Kolam Jirasar Sorted Rice,Unbranded/DMart,Grocery,Rice & Rice Products,550.0,425.0,125.0,22.73,Upper-Mid (300-700),10.0,kg,10000.0,Not Specified,DMart Grocery > DMart Grocery/Rice & Rice Products
24 Mantra Organic Sonamasuri Brown Rice,24 Mantra Organic,Grocery,Rice & Rice Products,95.0,76.0,19.0,20.0,Budget (<100),1.0,kg,1000.0,Not Specified,Grocery > Rice & Rice Products
India Gate Brown Rice,India Gate,Grocery,Rice & Rice Products,152.0,114.0,38.0,25.0,Mid (100-300),1.0,kg,1000.0,India,Grocery > Rice & Rice Products
Tata Sampann Poha,Tata Sampann,Grocery,Rice & Rice Products,46.0,31.0,15.0,32.61,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Rice & Rice Products
Satyam Poha Jada,Satyam,Grocery,Rice & Rice Products,40.0,37.0,3.0,7.5,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Rice & Rice Products
24 Mantra Organic Red Poha,24 Mantra Organic,Grocery,Rice & Rice Products,85.0,68.0,17.0,20.0,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Rice & Rice Products
24 Mantra Organic Poha,24 Mantra Organic,Grocery,Rice & Rice Products,75.0,62.0,13.0,17.33,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Rice & Rice Products
Satyam Poha (Powa) Patla,Satyam,Grocery,Rice & Rice Products,42.0,39.0,3.0,7.14,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Rice & Rice Products
Organic Tattva Red Poha,Organic Tattva,Grocery,Rice & Rice Products,80.0,56.0,24.0,30.0,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Rice & Rice Products
Organic Tattva Poha,Organic Tattva,Grocery,Rice & Rice Products,70.0,56.0,14.0,20.0,Budget (<100),500.0,g,500.0,India,Grocery > Rice & Rice Products
Ambemohar Rice,Unbranded/DMart,Grocery,Rice & Rice Products,650.0,490.0,160.0,24.62,Upper-Mid (300-700),5.0,kg,5000.0,Not Specified,Grocery > Grocery/Rice & Rice Products
Idli Rice,Unbranded/DMart,Grocery,Rice & Rice Products,59.0,55.0,4.0,6.78,Budget (<100),1.0,kg,1000.0,India,Grocery > Grocery/Rice & Rice Products
Red Rice,Unbranded/DMart,Grocery,Rice & Rice Products,67.0,51.0,16.0,23.88,Budget (<100),1.0,kg,1000.0,India,Grocery > Grocery/Rice & Rice Products
Long Grain Rice,Unbranded/DMart,Grocery,Rice & Rice Products,650.0,470.0,180.0,27.69,Upper-Mid (300-700),10.0,kg,10000.0,Not Specified,Grocery > Rice & Rice Products
IR Boiled Rice,Unbranded/DMart,Grocery,Rice & Rice Products,44.0,41.0,3.0,6.82,Budget (<100),1.0,kg,1000.0,India,Grocery > Grocery/Rice & Rice Products
Masoori Boiled Rice,Unbranded/DMart,Grocery,Rice & Rice Products,51.0,42.0,9.0,17.65,Budget (<100),1.0,kg,1000.0,Not Specified,Grocery > Grocery/Rice & Rice Products
Satyam Sama,Satyam,Grocery,Rice & Rice Products,100.0,93.0,7.0,7.0,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Rice & Rice Products
Satyam Jeera,Satyam,Grocery,Masala & Spices,72.0,66.0,6.0,8.33,Budget (<100),100.0,g,100.0,Not Specified,Grocery > Masala & Spices
Satyam Jeera,Satyam,Grocery,Masala & Spices,142.0,132.0,10.0,7.04,Mid (100-300),200.0,g,200.0,Not Specified,Grocery > Masala & Spices
Premia Green Elaichi,Premia,Grocery,Masala & Spices,42.0,32.0,10.0,23.81,Budget (<100),25.0,g,25.0,India,Grocery > Masala & Spices
Premchand Gold Dhana Dal,Premchand,Grocery,Masala & Spices,100.0,62.0,38.0,38.0,Budget (<100),200.0,g,200.0,Not Specified,Grocery > Masala & Spices
Satyam Kashmiri Chilly,Satyam,Grocery,Masala & Spices,135.0,125.0,10.0,7.41,Mid (100-300),100.0,g,100.0,Not Specified,Grocery > Masala & Spices
Satyam Miri (Black Pepper),Satyam,Grocery,Masala & Spices,160.0,148.0,12.0,7.5,Mid (100-300),100.0,g,100.0,Not Specified,Grocery > Masala & Spices
Satyam Bedgi Chilly,Satyam,Grocery,Masala & Spices,121.0,99.0,22.0,18.18,Budget (<100),100.0,g,100.0,Not Specified,Grocery > Masala & Spices
Premia Ajma,Unbranded/DMart,Grocery,Masala & Spices,118.0,93.0,25.0,21.19,Budget (<100),200.0,g,200.0,Not Specified,Grocery > Masala & Spices
